"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-9013404"	"R-HSA-9013404"	"RAC2 GTPase cycle"	"44/3022"	"88/11009"	5.48071359672502e-06	0.000786731524475346	0.000703839009263634	"VAMP3/EPHA2/CDC42/WASF2/PIK3R3/VAV3/VANGL1/NCF2/VRK2/NCKAP1/DOCK10/RAB7A/PAK2/TRIO/PIK3R1/ARHGAP26/DOCK2/DEF6/BAIAP2L1/DOCK4/ARHGAP39/VAV2/ARHGAP21/MPP7/DOCK1/SWAP70/PAK1/MCAM/ARHGAP32/RACGAP1/NCKAP1L/TAOK3/SLITRK5/CYFIP1/ABR/GIT1/CDC42EP4/GARRE1/ARHGAP35/BCR/NCF4/CDC42EP1/SAMM50/NHS"	44
"R-HSA-76002"	"R-HSA-76002"	"Platelet activation, signaling and aggregation"	"105/3022"	"263/11009"	6.3610399774411e-06	0.000837006843698292	0.000748817162256663	"GNB1/PRKCZ/PDPN/CDC42/LCK/CAP1/MPL/PIK3R3/GNG12/VAV3/FCER1G/QSOX1/TGFB2/GNG4/ACTN2/PRKCE/PLEK/RAPGEF4/TTN/TUBA4A/DGKD/ITPR1/GNAI2/ABHD6/MGLL/GP9/P2RY12/P2RY1/GNB4/THPO/DGKG/GP5/PPBP/MMRN1/TRPC3/PIK3R1/F2RL2/F2R/LHFPL2/SPARC/LCP2/MPIG6B/MAPK14/CD109/FYN/PHACTR2/PDGFA/GNA12/RAC1/DAGLB/DGKB/GNAI1/CD36/SERPINE1/PIK3CG/RARRES2/CLU/LYN/CYRIB/PTK2/GNA14/GNAQ/HSPA5/VAV2/PRKCQ/APBB1IP/SRGN/ADRA2A/IGF2/DGKZ/DAGLA/FERMT3/VEGFB/RASGRP2/CFL1/APLP2/VWF/CD9/PTPN6/ITPR2/DGKA/GNG2/PRKCH/CALM1/THBS1/PRKCB/LAT/PLCG2/GP1BA/PIK3R6/PIK3R5/GNGT2/APOH/PRKCA/GRB2/LGALS3BP/CFD/GNG7/GNA15/F2RL3/TGFB1/SRC/APP/TIMP3/PDGFB"	105
"R-HSA-2029480"	"R-HSA-2029480"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"43/3022"	"86/11009"	6.98368504575087e-06	0.00084824912978774	0.000758874925619244	"CDC42/WASF2/FGR/VAV3/FCGR1A/CD247/PRKCE/WIPF1/NCKAP1/ARPC2/ITPR1/PLD1/MYO10/PIK3R1/CYFIP2/FYN/ACTB/RAC1/WIPF3/ELMO1/LIMK1/ARPC1B/LYN/PTK2/ABL1/VAV2/DOCK1/CFL1/PAK1/CD3G/ITPR2/NCKAP1L/HSP90AA1/PLD4/CYFIP1/PLCG2/MYH2/GRB2/BAIAP2/SRC/MYH9/PLA2G6/WAS"	43
"R-HSA-1296071"	"R-HSA-1296071"	"Potassium Channels"	"49/3022"	"103/11009"	9.76767588065854e-06	0.00107148374569907	0.000958588838190828	"GNB1/KCNAB2/KCNQ4/GNG12/KCNC4/KCNA3/KCNN3/KCNJ9/KCNK2/GNG4/KCNS3/KCNK3/KCNG3/KCNH7/KCNH8/KCNAB1/KCNMB2/KCNMB3/GNB4/KCNN2/KCNMB1/GABBR1/KCNK16/KCNQ5/KCNH2/KCNS2/KCNK9/GABBR2/KCNMA1/KCNQ1/ABCC8/KCNC1/KCNK7/KCNJ1/KCNJ5/KCNJ8/KCNH3/KCNC2/GNG2/KCNK10/KCNJ12/KCNH4/GNGT2/KCNJ16/KCNJ2/HCN2/GNG7/KCNS1/KCNQ2"	49
"R-HSA-9013106"	"R-HSA-9013106"	"RHOC GTPase cycle"	"38/3022"	"74/11009"	1.06681096966865e-05	0.00107148374569907	0.000958588838190828	"VAMP3/ARHGEF10L/MACO1/RHOC/VANGL1/RTKN/FMNL2/PIK3R1/ARHGEF28/DIAPH1/ARHGAP26/STK10/FLOT1/ARHGAP18/ARHGEF10/DLC1/ARHGAP39/TJP2/VAV2/CCDC187/ARHGAP21/STX5/ARHGEF17/MCAM/ARHGEF12/ARHGAP32/FMNL3/RACGAP1/CIT/STARD13/MCF2L/AKAP13/ABR/JUP/PKN1/ARHGEF1/ARHGAP35/BCR"	38
"R-HSA-193648"	"R-HSA-193648"	"NRAGE signals death through JNK"	"32/3022"	"59/11009"	1.22145075507177e-05	0.00107148374569907	0.000958588838190828	"ARHGEF16/PLEKHG5/ARHGEF10L/VAV3/ARHGEF2/OBSCN/BCL2L11/ARHGEF4/NGEF/ARHGEF3/KALRN/ARHGEF26/TRIO/RASGRF2/ARHGEF37/FGD2/TIAM2/RAC1/ARHGEF10/FGD3/VAV2/NET1/ARHGEF17/ARHGEF12/FGD4/ARHGEF7/MCF2L/AKAP13/ABR/ARHGEF15/ARHGEF1/ITSN1"	32
"R-HSA-3000171"	"R-HSA-3000171"	"Non-integrin membrane-ECM interactions"	"32/3022"	"59/11009"	1.22145075507177e-05	0.00107148374569907	0.000958588838190828	"LAMB3/ITGA6/COL3A1/COL5A2/COL4A3/DAG1/ITGB5/ITGA2/DDR1/COL11A2/LAMA4/PDGFA/LAMB1/SDC2/TNC/LAMC3/COL5A1/COL4A1/COL4A2/THBS1/PRKCA/ITGB4/LAMA1/LAMA3/TTR/TGFB1/SDC4/LAMA5/PDGFB/DMD/CASK/COL4A6"	32
"R-HSA-9013406"	"R-HSA-9013406"	"RHOQ GTPase cycle"	"32/3022"	"59/11009"	1.22145075507177e-05	0.00107148374569907	0.000958588838190828	"VAMP3/CDC42/VANGL1/SRGAP2/OBSCN/CDC42EP3/STEAP3/SLC4A7/ARL13B/RAB7A/PAK2/ARHGAP26/GFOD1/GJA1/CFTR/DLC1/FNBP1/ARHGAP21/MPP7/PAK1/ARHGAP32/ARHGEF7/PLEKHG3/CDC42BPB/WWP2/GIT1/JUP/CDC42EP4/TRIP10/ARHGAP35/ITSN1/CDC42EP1"	32
"R-HSA-9013026"	"R-HSA-9013026"	"RHOB GTPase cycle"	"36/3022"	"70/11009"	1.73289995547552e-05	0.00143784048701901	0.00128634507755042	"VAMP3/ARHGEF10L/VANGL1/ARHGEF2/RTKN/ARHGEF3/PIK3R1/ARHGEF28/DIAPH1/ARHGAP26/STK10/FLOT1/ARHGEF10/DLC1/ARHGAP39/TJP2/VAV2/NET1/ARHGAP21/ARHGEF17/MCAM/ARHGEF12/ARHGAP32/RACGAP1/CIT/STARD13/MCF2L/AKAP13/ABR/JUP/PKN1/RHPN2/ARHGEF1/ARHGAP35/BCR/STARD8"	36
"R-HSA-9013423"	"R-HSA-9013423"	"RAC3 GTPase cycle"	"45/3022"	"94/11009"	1.82120391009374e-05	0.00143784048701901	0.00128634507755042	"VAMP3/EPHA2/CDC42/WASF2/VANGL1/NCF2/SRGAP2/VRK2/ARHGAP15/NCKAP1/DOCK10/RAB7A/SLITRK3/PAK2/ARAP2/TRIO/PIK3R1/ARHGAP26/NOX3/BAIAP2L1/ARHGAP39/RAPGEF1/VAV2/ARHGAP21/MPP7/SWAP70/PAK1/MCAM/ARHGAP32/ARHGDIB/RACGAP1/NCKAP1L/TAOK3/SLITRK5/CYFIP1/IL32/ABR/GIT1/BAIAP2/GARRE1/ARHGAP35/BCR/NCF4/CDC42EP1/NHS"	45
"R-HSA-418594"	"R-HSA-418594"	"G alpha (i) signalling events"	"121/3022"	"318/11009"	1.97985770219151e-05	0.00148866443417161	0.00133181405330376	"TAS1R3/GNB1/CNR2/OPRD1/PDE4B/GNG12/RXFP4/RGS5/RGS1/GNG4/RGS7/OPN3/OXER1/CXCR4/PDE1A/CXCR2/CXCR1/CCL20/GPR55/ACKR3/ITPR1/CCR4/CX3CR1/CCR2/GNAI2/HTR1F/CASR/ADCY5/P2RY14/P2RY13/P2RY12/GNB4/SST/RGS12/PPBP/CXCL5/NPY1R/ADCY2/RXFP3/CCL28/PDE4D/RGS14/GRM6/GABBR1/GPSM3/GRM4/CNR1/OPRM1/CCR6/GPR31/PRKAR1B/GPER1/NPY/PDE1C/GNAI1/TAS2R16/GPR37/GRM8/CHRM2/TAS2R40/TAS2R41/HTR5A/PPP3CC/PNOC/RGS20/PENK/RGS22/ADCY8/ANXA1/GNA14/GNAQ/S1PR3/GABBR2/RGS3/GPSM1/CXCL12/CAMK2G/RGR/ADRA2A/RGS10/APLNR/PTGDR2/GRK2/PPP1CA/PPP2R1B/CXCR5/LPAR5/C3AR1/HEBP1/ITPR2/CAMKK2/HCAR3/NBEA/GPR18/SSTR1/GNG2/RGS6/CALM1/PLCB2/RGS11/ADCY9/ADCY7/CX3CL1/CAMKK1/CCL5/CCL23/CCR7/GNGT2/RGS9/PRKCA/PRKAR1A/GNG7/GNA15/S1PR4/C3/C5AR1/PDYN/SRC/GNAS/APP/CXCR3"	121
"R-HSA-2682334"	"R-HSA-2682334"	"EPH-Ephrin signaling"	"44/3022"	"92/11009"	2.31694949337719e-05	0.00166293784092844	0.00148772546416851	"EPHA2/CDC42/VAV3/EFNA1/PSEN2/NCK2/ARPC2/EPHA4/NGEF/EPHA6/KALRN/EPHB1/EPHB3/PAK2/ARHGEF28/RASA1/EFNA5/FYN/ACTB/RAC1/LIMK1/ARPC1B/LYN/SDC2/PTK2/CLTA/DNM1/VAV2/AP2A2/CFL1/PAK1/GRIN2B/EFNB2/ARHGEF7/MYH11/GIT1/CLTC/MYL12A/MYL12B/EFNA2/MYH14/SRC/ITSN1/MYH9"	44
"R-HSA-202433"	"R-HSA-202433"	"Generation of second messenger molecules"	"21/3022"	"34/11009"	2.8733721620347e-05	0.00197263245384904	0.00176478967572108	"LCK/CD247/ZAP70/PAK2/FYB1/ITK/LCP2/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DPA1/HLA-DPB1/PAK1/CD3G/CD4/EVL/LAT/PLCG2/GRAP2/WAS"	21
"R-HSA-388841"	"R-HSA-388841"	"Costimulation by the CD28 family"	"35/3022"	"69/11009"	3.30880169829915e-05	0.00217691578400598	0.00194754906978836	"CDC42/LCK/PIK3R3/CD247/AKT3/CD28/ICOS/BTLA/CD80/CD86/PAK2/PIK3R1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DPA1/HLA-DPB1/FYN/RAC1/LYN/PDCD1LG2/MAPKAP1/MAP3K8/PAK1/PPP2R1B/CD3G/CD4/PTPN6/PPP2R5C/GRB2/AKT2/SRC/GRAP2/PRR5"	35
"R-HSA-373755"	"R-HSA-373755"	"Semaphorin interactions"	"33/3022"	"65/11009"	5.38961241136173e-05	0.00340407919901607	0.0030454146762305	"RHOC/SEMA4A/PTPRC/PLXNA2/DPYSL5/FARP2/PLXNB1/PLXND1/PAK2/CRMP1/SEMA5A/SEMA6A/DPYSL3/TREM2/FYN/RAC1/LIMK1/MET/PLXNA4/CD72/SEMA4D/CFL1/PAK1/ARHGEF12/PLXNC1/HSP90AA1/SEMA7A/MYH11/MYL12A/MYL12B/ARHGAP35/MYH14/MYH9"	33
"R-HSA-397014"	"R-HSA-397014"	"Muscle contraction"	"82/3022"	"205/11009"	5.87328790572091e-05	0.00356689292428205	0.00319107383379654	"HIPK1/TPM3/ATP1A4/ATP1B1/TNNT2/ATP2B4/KCNK2/ACTN2/RYR2/KCNK3/SLC8A1/DYSF/KCNIP3/NEB/SCN2A/SCN1A/SCN7A/TTN/KCNE4/ITPR1/ATP2B2/SCN5A/TNNC1/MYLK/ITGB5/TRPC1/WWTR1/FGF12/PAK2/MYL5/KCNIP4/ANXA6/KCNIP1/KCNK5/KCNK16/PLN/CALD1/HIPK2/KCNH2/GATA4/SORBS3/ASPH/KCNK9/ANXA1/TMOD1/VIM/CACNB2/FXYD4/CAMK2G/SORBS1/KCNIP2/TNNT3/KCNQ1/KCNK7/PAK1/SCN4B/CACNA1C/ITPR2/SCN8A/MYBPC1/PXN/FGF14/SLC8A3/KCNK10/CALM1/TPM1/CACNA1H/MYH11/ATP2A3/ATP1B2/MYH8/KCNJ12/CACNB1/KCNJ2/MYL12A/MYL12B/TPM4/SCN1B/FXYD3/ATP1A3/SLC8A2/DMD"	82
"R-HSA-9659379"	"R-HSA-9659379"	"Sensory processing of sound"	"37/3022"	"76/11009"	6.28140559146414e-05	0.00357793139990148	0.00320094926080317	"ESPN/CAPZB/KCNQ4/OTOF/SPTBN1/MYO3B/ATP2B2/TWF2/CACNA1D/PLS1/KCNN2/KCNMB1/RIPOR2/CLIC5/EZR/ACTB/STX1A/PCLO/GSN/TPRN/CACNB2/MYO3A/CDH23/KCNMA1/CTBP2/OTOG/MYO7A/RDX/EPS8/CABP1/FSCN2/EPB41L3/TMC2/EPB41L1/DNAJC5/MYH9/CASK"	37
"R-HSA-373752"	"R-HSA-373752"	"Netrin-1 signaling"	"27/3022"	"50/11009"	6.41983900416338e-05	0.00357793139990148	0.00320094926080317	"CDC42/TRPC1/ABLIM2/SLIT2/TRPC3/TRIO/MYO10/RGMB/SLIT3/UNC5A/MAPK14/FYN/EZR/RAC1/UNC5D/PTK2/PRKCQ/ABLIM1/DOCK1/PAK1/DSCAML1/AGAP2/RGMA/PITPNA/NTN1/SRC/TRPC5"	27
"R-HSA-389356"	"R-HSA-389356"	"CD28 co-stimulation"	"20/3022"	"33/11009"	6.57124829620918e-05	0.00357793139990148	0.00320094926080317	"CDC42/LCK/PIK3R3/AKT3/CD28/CD80/CD86/PAK2/PIK3R1/FYN/RAC1/LYN/MAPKAP1/MAP3K8/PAK1/GRB2/AKT2/SRC/GRAP2/PRR5"	20
"R-HSA-9013408"	"R-HSA-9013408"	"RHOG GTPase cycle"	"36/3022"	"74/11009"	8.0110866952663e-05	0.00421624093533472	0.00377200448999647	"ARHGEF16/VAMP3/EPHA2/CDC42/VAV3/VANGL1/VRK2/KALRN/RAB7A/ARHGEF26/PLD1/PAK2/LETM1/TRIO/PIK3R1/IQGAP2/DOCK2/DOCK4/DOCK5/ARHGAP39/VAV2/ARHGAP21/MPP7/DOCK1/STX5/MCAM/ARHGAP32/ARHGDIB/MCF2L/KTN1/PLEKHG3/CYFIP1/GARRE1/ARHGAP35/ITSN1/CDC42EP1"	36
