"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-9823730"	"R-HSA-9823730"	"Formation of definitive endoderm"	"12/3620"	"15/11009"	0.000244137415818092	0.0099219949761968	0.00910655623915257	"CXCR4/EOMES/CTNNB1/TBXT/GATA4/SOX17/TCF7L2/GSC/SMAD3/CDH1/GATA6/FOXA2"	12
"R-HSA-2022928"	"R-HSA-2022928"	"HS-GAG biosynthesis"	"20/3620"	"31/11009"	0.000299700440369645	0.0115467486753014	0.0105977796242846	"AGRN/HS6ST1/HS3ST1/NDST4/NDST1/HS3ST5/GPC2/SDC2/EXT1/SLC35D2/NDST2/GPC5/GPC6/HS3ST2/HS3ST3A1/HS3ST3B1/SDC4/HS6ST2/GPC4/GPC3"	20
"R-HSA-8866904"	"R-HSA-8866904"	"Negative regulation of activity of TFAP2 (AP-2) family transcription factors"	"9/3620"	"10/11009"	0.0003145278501525	0.0115467486753014	0.0105977796242846	"TFAP2E/TFAP2A/TFAP2D/TFAP2B/UBE2I/WWOX/KCTD1/KCTD15/TFAP2C"	9
"R-HSA-9832991"	"R-HSA-9832991"	"Formation of the posterior neural plate"	"9/3620"	"10/11009"	0.0003145278501525	0.0115467486753014	0.0105977796242846	"POU3F1/WNT3A/ZEB2/GBX2/SOX2/FGF8/SOX1/OTX2/ZNF521"	9
"R-HSA-442660"	"R-HSA-442660"	"Na+/Cl- dependent neurotransmitter transporters"	"14/3620"	"19/11009"	0.000320540657232341	0.0115467486753014	0.0105977796242846	"SLC6A1/SLC6A6/SLC6A20/SLC6A19/SLC6A18/SLC6A3/SLC6A7/SLC22A2/SLC18A2/SLC6A5/SLC6A12/SLC6A13/SLC6A15/SLC6A2"	14
"R-HSA-1474290"	"R-HSA-1474290"	"Collagen formation"	"45/3620"	"90/11009"	0.000544128096983437	0.0183498517812499	0.0168417699894985	"COL24A1/COL11A1/LAMC2/LAMB3/PXDN/LOXL3/ITGA6/COL6A3/COL6A5/PLOD2/P3H2/COL25A1/TLL1/P4HA2/COL23A1/ADAMTS2/COL11A2/DST/COL9A1/COL12A1/CTSB/COL14A1/COL22A1/PLEC/CTSL/COL15A1/COL5A1/ADAMTS14/TLL2/MMP7/COL2A1/COL4A1/COL4A2/LOXL1/COL1A1/ITGB4/P4HB/LAMA3/COL9A3/COL20A1/COL18A1/COL6A1/COL6A2/COL4A6/COL4A5"	45
"R-HSA-9758941"	"R-HSA-9758941"	"Gastrulation"	"54/3620"	"114/11009"	0.000868448606017586	0.028091653888528	0.0257829425030355	"POU3F1/WNT3A/OSR1/PAX8/CXCR4/ZEB2/EPHA4/GBX2/EOMES/CTNNB1/SOX2/RBPJ/MAML3/TCF7/POU5F1/PSMB8/PSMB9/RIPPLY2/TBXT/DLL1/LFNG/SEM1/PSMC2/SHH/GATA4/SOX17/PSMD5/NOTCH1/PAX2/FGF8/TCF7L2/PSMA1/PAX6/MAML2/TEAD4/SOX1/BMP4/TBPL2/OTX2/GSC/SMAD3/MESP2/CREBBP/PSMB10/CDH1/FOXF1/FOXC2/KAT2A/GATA6/ZNF521/PSMF1/FOXA2/PSMD10/MAMLD1"	54
"R-HSA-112314"	"R-HSA-112314"	"Neurotransmitter receptors and postsynaptic signal transmission"	"89/3620"	"205/11009"	0.000949984389898831	0.0301145051597929	0.0276395458282144	"KIF17/GRIK3/KCNJ9/GNG4/ACTN2/ADCY3/ERBB4/TUBA4A/ADCY5/GNB4/GABRA2/GABRB1/GLRB/GRIA2/ADCY2/RASGRF2/GABRB2/GABRA6/TUBB2A/GABBR1/GABRR1/GRIK2/RPS6KA2/PRKAR1B/RAC1/CAMK2B/GNAI1/PRKAG2/NEFL/CHRNA2/NRG1/NCALD/ADCY8/GABBR2/GRIN3A/GRIN1/TUBB4B/TUBB8/AP2A2/PLCB3/DLG2/GRIA4/HTR3A/GRIK4/GRIN2B/ADCY6/TUBA1C/GRIP1/CAMKK2/TUBA3C/NBEA/ARHGEF7/GABRB3/GABRA5/GABRG3/CHRNA7/PLCB2/RASGRF1/ADCY9/GRIN2A/MAPK3/ADCY7/CAMKK1/CHRNE/GIT1/MAPT/PRKCA/KCNJ2/GRIN2C/GNAL/GNG7/TUBB4A/PRKACA/GRIN2D/LIN7B/PRKCG/CACNG8/EPB41L1/GRIK1/KCNJ6/CACNG2/RPS6KA3/TSPAN7/CASK/ARHGEF9/DLG3/RPS6KA6/GRIA3/GABRQ"	89
"R-HSA-375276"	"R-HSA-375276"	"Peptide ligand-binding receptors"	"87/3620"	"201/11009"	0.00120381217263628	0.0365128888383183	0.033512078615013	"OPRD1/HCRTR1/EDN2/NTSR2/NMS/CXCR4/CXCR2/CCL20/NMUR1/ACKR3/CCR4/CX3CR1/CCK/CCR2/TRH/AGTR1/GHSR/EEF1AKMT4-ECE2/SST/UTS2B/CCKAR/NPFFR2/CXCL1/PF4/CXCL5/TACR3/QRFPR/EDNRA/NPY2R/RXFP1/NPY1R/RXFP3/CCL28/F2RL2/F2R/F2RL1/HCRTR2/MCHR2/NMBR/OPRM1/CCR6/GPER1/NPY/GPR37/PNOC/NPBWR1/PENK/CXCL12/TACR2/NPFFR1/PRLHR/CCKBR/APLNR/CXCR5/HEBP1/AVPR1A/EDNRB/SSTR1/BDKRB2/NMB/CCL22/CX3CL1/MC1R/CCL5/CCL3/CCR7/CCR10/PYY/UTS2R/GRP/GALR1/C3/CCL25/F2RL3/INSL3/C5AR2/OXT/AVP/MC3R/EDN3/NTSR1/OPRL1/APP/SSTR3/GALR3/XK/APLN"	87
"R-HSA-446107"	"R-HSA-446107"	"Type I hemidesmosome assembly"	"9/3620"	"11/11009"	0.00122093571509834	0.0365128888383183	0.033512078615013	"LAMC2/LAMB3/ITGA6/DST/PLEC/KRT5/KRT14/ITGB4/LAMA3"	9
"R-HSA-9823739"	"R-HSA-9823739"	"Formation of the anterior neural plate"	"9/3620"	"11/11009"	0.00122093571509834	0.0365128888383183	0.033512078615013	"POU3F1/ZEB2/GBX2/SOX2/POU5F1/PAX6/SOX1/OTX2/ZNF521"	9
"R-HSA-3000178"	"R-HSA-3000178"	"ECM proteoglycans"	"38/3620"	"76/11009"	0.00142564227335563	0.0418452408012716	0.0384061914576506	"AGRN/BCAN/TNN/TNR/TGFB2/ITGB6/FN1/COL6A3/LAMB2/DAG1/COL6A5/VCAN/SPARC/TNXB/COL9A1/LAMA2/TNC/COL5A1/ITGB1/NCAM1/COL2A1/DCN/COL4A1/COL4A2/COL1A1/LAMA1/LAMA3/PTPRS/COMP/TGFB1/MATN4/LAMA5/COL9A3/APP/COL6A1/COL6A2/COL4A6/COL4A5"	38
"R-HSA-888590"	"R-HSA-888590"	"GABA synthesis, release, reuptake and degradation"	"13/3620"	"19/11009"	0.0016132380047989	0.0456603971001118	0.0419077992975955	"GAD1/SLC6A1/CPLX1/RIMS1/GAD2/SLC6A12/SLC6A13/SYT1/ABAT/RAB3A/SNAP25/SLC32A1/DNAJC5"	13
"R-HSA-9694614"	"R-HSA-9694614"	"Attachment and Entry"	"13/3620"	"19/11009"	0.0016132380047989	0.0456603971001118	0.0419077992975955	"AGRN/HAVCR1/GPC2/SDC2/CTSL/GPC5/GPC6/FURIN/SDC4/TMPRSS2/ACE2/GPC4/GPC3"	13
